products_id,model,ean,name,description,dimension,price,delivery_code,quantity,categories,options,minimum_order_quantity,image_url
15932,SPEA04,5055071736988,Portable Bluetooth Speaker - Pink Iced Donut,<p>Portable Bluetooth Speaker - Pink Iced Donut</p><p>Check out our brand new range of portable bluetooth speakers.</p><p>Available in a range of designs these versatile bluetooth speakers work with any bluetooth enabled device.  They come with full instructions on how to use and work within a distance of 10 metres.</p><p>These are a great gift idea for friends and family.</p>,Height 10cm Width 10cm Depth 4cm USB Cable Length 50cm,9.52,D,62,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/SPEA04_001.jpg
15937,CUSH192,5055071736674,Fun Plush Arcade Game Cushion,<p>Fun Plush Arcade Game Cushion</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 34cm Width16.5cm Depth 7.5cm,3.34,C,250,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH192_001.jpg
15938,CUSH193,5055071736681,Fun Plush Game Controller Cushion,<p>Fun Plush Game Controller Cushion</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 11.5cm Width 35cm Depth 8cm,4.31,C,4131,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH193_001.jpg
15939,KEY149,5055071736728,Plush Dinosaur Sound Keyring,<p>Plush Dinosaur Sound Keyring</p><p>Our range of plush sound keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 6-12cm Width 4-5cm Depth 12-17cm,2.52,A,1388,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY149_001.jpg
15940,KEY150,5055071736735,Plush Llama Sound Keyring,<p>Plush Llama Sound Keyring</p><p>Our range of plush sound keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 11cm Width 8.5cm Depth 3cm,1.90,A,323,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY150_001.jpg
15941,KEY151,5055071736742,Pompom Rainbow Sound Keyring,<p>Pompom Rainbow Sound Keyring</p><p>Our range of plush sound keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 5cm Width 5cm Depth 5cm Total Height 11cm,1.68,A,951,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY151_001.jpg
15942,KEY152,5055071736759,Plush Game Controller Sound Keyring,<p>Plush Game Controller Sound Keyring</p><p>Our range of plush sound keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 7-11cm Width 7-11cm Depth 4cm,1.90,A,3595,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY152_001.jpg
15943,SLIP19,5055071736698,Llama Unisex One Size Pair of Plush Slippers,<p>Llama Unisex One Size Pair of Plush Slippers</p><p>Check out our fantastic range of novelty slippers.</p><p>Made from polyester they are a unisex one size fits all design perfect for all the family.</p><p>This is a unisex slipper and has a rough size guide of 41/42 but will fit smaller and bigger sizes. This item is not a toy.</p>,Height 12cm Width 13cm Length 29cm,9.52,E,1071,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/SLIP19_001.jpg
15944,SLIP20,5055071736704,Game Controller Unisex One Size Pair of Plush Slippers,<p>Game Controller Unisex One Size Pair of Plush Slippers</p><p>Check out our fantastic range of novelty slippers.</p><p>Made from polyester they are a unisex one size fits all design perfect for all the family.</p><p>This is a unisex slipper and has a rough size guide of 41/42 but will fit smaller and bigger sizes. This item is not a toy.</p>,Height 10cm Width 13cm Length 29cm,9.07,D,1169,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/SLIP20_001.jpg
15945,SLIP21,5055071736711,Hot Dog Fast Food Unisex One Size Pair of Plush Slippers,<p>Hot Dog Fast Food Unisex One Size Pair of Plush Slippers</p><p>Check out our fantastic range of novelty slippers.</p><p>Made from polyester they are a unisex one size fits all design perfect for all the family.</p><p>This is a unisex slipper and has a rough size guide of 41/42 but will fit smaller and bigger sizes. This item is not a toy.</p>,Height 19cm Width 19cm Length 33cm Sole Length 27cm,10.02,G,64,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/SLIP21_001.jpg
15946,SMUG171,5055071730160,Ceramic DIY Paint Scraper Shaped Handle Mug,<p>Ceramic DIY Paint Scraper Shaped Handle Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11.5cm Width 13.5cm Depth 8.5cm,2.97,E,674,100175,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG171_001.jpg
15947,DIG48,5055071737213,Fun Excavation Dig it Out Kit - Dinosaur,<p>Fun Excavation Dig it Out Kit - Dinosaur</p><p>Dig it out kits are a great way for kids to learn while having fun and making a mess. Each kit comes with everything you need to find the treasure inside.</p><p>The block is made from gypsum and plaster so is safe for kids to dig in and the brush and tool are made from wood.</p><p>There are assorted designs to collect and discover. The kit is recommended for children over the age of 3 due to the small parts and we recommend that children are supervised while digging the items out. Have fun!!.</p>,Block 3x7x4cm Dino Height 2-4cm Width 1-1.5cm Depth 4-6.5cm,1.18,B,3548,100272,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DIG48_001.jpg
15948,DIG49,5055071737220,Fun Excavation Dig it Out Kit - Dinosaur Fossil,<p>Fun Excavation Dig it Out Kit - Dinosaur Fossil</p><p>Dig it out kits are a great way for kids to learn while having fun and making a mess. Each kit comes with everything you need to find the treasure inside.</p><p>The block is made from gypsum and plaster so is safe for kids to dig in and the brush and tool are made from wood.</p><p>There are assorted designs to collect and discover. The kit is recommended for children over the age of 3 due to the small parts and we recommend that children are supervised while digging the items out. Have fun!!.</p>,Block 3x7x4cm Skull Height 3-4cm Width 1.5-2.5cm Depth 5-5.5cm,1.18,B,2451,100272,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DIG49_001.jpg
15950,MB244,5055071735691,Collectable Ceramic Rocket Man Money Box,<p>Collectable Ceramic Rocket Man Money Box</p><p>Save your pennies in our range of cute and novelty money boxes</p><p>Made from ceramics all come with a slot in the top and a rubber bung on the bottom. These are a great gift idea for all the family.</p>,Height 15cm Width 14cm Depth 9.5cm,3.98,E,2073,52,,1,http://www.puckator-dropship.co.uk/gifts/images/MB244_001.jpg
15951,SMUG184,5055071735677,Novelty Ceramic Shaped Head Mug - Rocket Man,<p>Novelty Ceramic Shaped Head Mug - Rocket Man</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 15cm Depth 12cm,3.08,F,1749,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG184_001.jpg
15952,MUG286,5055071737053,Ceramic Animal Shaped Head Mug - Penguin,<p>Ceramic Animal Shaped Head Mug - Penguin</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 9cm Width 15.5cm Depth 12.5cm,3.34,E,1461,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG286_001.jpg
15953,MUG287,5055071737060,Ceramic Animal Shaped Head Mug - Panda,<p>Ceramic Animal Shaped Head Mug - Panda</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 10cm Width 17.5cm Depth 12.5cm,3.34,E,757,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG287_001.jpg
15954,MUG288,5055071737077,Ceramic Animal Shaped Head Mug - Tiger,<p>Ceramic Animal Shaped Head Mug - Tiger</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 9.5cm Width 17cm Depth 12.5cm,3.34,E,1422,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG288_001.jpg
15955,MUG289,5055071737084,Ceramic Animal Shaped Head Mug - Llama,<p>Ceramic Animal Shaped Head Mug - Llama</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 18cm Depth 12cm,3.34,E,1472,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG289_001.jpg
16742,BACK01,5055071746383,Fantasy Backflow Incense Burner - Magic Tree,<p>Fantasy Backflow Incense Burner - Magic Tree</p><p>Our range of backflow burners are made from resin and are for use with backflow incense cones only.</p><p>Backflow incense creates a mist when it is lit which flows down and around the backflow burner.  This mist contains natural resins and oils that can create a light residue on the burner and surface around it which can be wiped clean with a damp cloth.</p><p>This product comes with full safety information and must be placed on a heatproof surface before use.</p><p>Our backflow burners are a great focal point in any room and are the perfect gift for any fantasy or gothic collector.</p><p>This item comes with 1 backflow incense cone included.</p>,Height 15.5cm Width 12.5cm Depth 12cm,9.35,G,41,9096,,1,http://www.puckator-dropship.co.uk/gifts/images/BACK01_001.jpg
15967,MUG318,5055071735714,Ceramic Game Over Shaped Handle Mug,<p>Ceramic Game Over Shaped Handle Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 14.5cm Depth 8.5cm,3.08,E,437,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG318_001.jpg
15969,BUD316,5055071736773,Fun Collectable Mini Lucky Buddha and Elephant,<p>Fun Collectable Mini Lucky Buddha and Elephant</p><p>Mini collectables are a great item for all ages and we have a fantastic selection to choose from.</p><p>Not only are they value for money there is something for everyone plus they make ideal party favour gifts and stock fillers.</p>,Height 7.5cm Width 7.5cm Depth 3.5cm,1.85,B,350,33,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/BUD316_001.jpg
15971,KEY148,5055071736001,Fun Collectable Magnus the Moose Keyring,<p>Fun Collectable Magnus the Moose Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p>,Total Length 8.5cm Height 3.5cm Width 3cm Depth 2cm,1.06,Z,896,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY148_001.jpg
15973,KEY154,5055071736797,Fun Collectable Sloth Keyring,<p>Fun Collectable Sloth Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p>,Total Length 8.5-9cm Height 3.5-4.5cm Width 2cm Depth 1.5-2cm,1.11,Z,610,100561,Any|With Branch|Without Branch,1,http://www.puckator-dropship.co.uk/gifts/images/KEY154_001.jpg
15974,KEY155,5055071736803,Fun Collectable Streamline Silver Caravan Keyring,<p>Fun Collectable Streamline Silver Caravan Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p>,Total Length 7cm Height 2.5cm Width 4cm Depth 2.5cm,1.11,Z,326,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY155_001.jpg
15975,SMUG175,5055071730207,Ceramic Remote Control Shaped Handle Mug,<p>Ceramic Remote Control Shaped Handle Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 12.5cm Depth 8.5cm,2.97,E,3996,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG175_001.jpg
15976,SMUG183,5055071735158,Ceramic Sloth Shaped Handle Mug,<p>Ceramic Sloth Shaped Handle Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 13.5cm Depth 8.5cm,3.24,D,756,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG183_001.jpg
15980,TY678,5055071736148,Fun Collectable Sloth Poop Keyring,<p>Fun Collectable Sloth Poop Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p><p>CE marked and recommended for children 5 years or over.</p>,Total Length 9.5cm Height 4.5cm Width 3.5cm Depth 2cm,1.01,A,1489,9118,,1,http://www.puckator-dropship.co.uk/gifts/images/TY678_001.jpg
15986,KEY145,5055071735974,Fun Collectable Simon's Cat Keyring,<p>Fun Collectable Simon's Cat Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p>,Total Length 8cm Cat Height 3cm Width 3.5cm Depth 4.5cm,1.40,Z,2010,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY145_001.jpg
15987,KEY146,5055071735981,Fun Collectable Simon's Cat Cattitude Keyring,<p>Fun Collectable Simon's Cat Cattitude Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from resin each keyring comes with a chain and split ring included.</p>,Total Length 7cm Cat Height 4.5cm Width 2.5cm Depth 4.5cm,1.40,Z,1665,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY146_001.jpg
16016,FF105,5055071737268,Collectable Camel Sola Powered Pal,<p>Collectable Camel Sola Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 8cm Width 10cm Depth 5.5cm,1.68,B,1168,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF105_001.jpg
16056,PAN01,5055071738197,Novelty Panda Bobble Head Collectable,<p>Novelty Panda Bobble Head Collectable</p><p>If you like cute animals then check out these fun panda gifts and novelties.</p><p>Made from resin these fun items are great for all the family. We offer a wide variety of colourful collectables each hand painted to give them a unique and individual finish.</p>,Height 9.5-12cm Width 6.5cm Depth 6.5-7.5cm,4.09,C,458,100576,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/PAN01_001.jpg
16065,IF207,5055071736605,Decorative Tree of Life Wooden Incense Burner Ash Catcher,<p>Decorative Tree of Life Wooden Incense Burner Ash Catcher </p><p>Our hand crafted range of wood products are a must have range. Each piece has either been carved with intricate fretwork designs or inlayed with metal details. Each has then been finished with a wax or wood dye to protect and enhance the natural wood.</p>,Height 0.3cm Width 3.5cm Length 25.5cm,0.39,Z,6500,9096,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/IF207_001.jpg
16066,IF208,5055071736612,Decorative Buddha Wooden Incense Burner Ash Catcher,<p>Decorative Buddha Wooden Incense Burner Ash Catcher </p><p>Our hand crafted range of wood products are a must have range. Each piece has either been carved with intricate fretwork designs or inlayed with metal details. Each has then been finished with a wax or wood dye to protect and enhance the natural wood.</p>,Height 0.3cm Width 3.5cm Length 25.5cm,0.39,Z,6865,9096,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/IF208_001.jpg
16071,BUD319,5055071737787,Collectable Buddha Snow Globe Waterball,<p>Collectable Buddha Snow Globe Waterball</p><p>If you like novelty and unique gifts and collectables then check out our snow globe range.</p><p>Made from resin these fun items are great for all the family. We offer a wide variety of colourful collectables each hand painted to give them a unique and individual finish.</p><p>Our snow globes are made from resin and glass and contain a non toxic liquid.</p>,Height 8cm Width 6.5cm Depth 6.5cm,2.86,D,1776,100009,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/BUD319_001.jpg
16091,DRG456,5055071739323,LED Celtic Orb Elements Dragon Figurine,<p>LED Celtic Orb Elements Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>The LED requires 3 x LR44 batteries which are included with the figurine.</p>,Height 18cm Width 12cm Depth 9cm,9.18,E,33,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG456_001.jpg
16094,DRG459,5055071739354,Forest Dweller Dark Legends Dragon Figurine,<p>Forest Dweller Dark Legends Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>This incense burner is suitable for use with incense cones.</p>,Height 19cm Width 11.5cm Depth 9.5cm,7.67,G,43,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG459_001.jpg
16096,GAN10,5055071739286,Decorative Ganesh Figurines - Peacock and Pipe,<p>Decorative Ganesh Figurines - Peacock and Pipe</p><p>Buddha figures and figurines have many different meanings in many cultures and with our selection of collectable ornaments you will find something for every taste.</p><p>Whether you are using it for spiritual or decorative purposes there is a great range to choose from and being made from resin they are intricate in design.</p>,Height 20.5cm Width 13.5cm Depth 10cm,9.52,G,103,33,,1,http://www.puckator-dropship.co.uk/gifts/images/GAN10_001.jpg
16097,GAN11,5055071739262,Decorative Ganesh Figurines - Ash Catcher Incense Burner,<p>Decorative Ganesh Figurines - Ash Catcher Incense Burner</p><p>Buddha figures and figurines have many different meanings in many cultures and with our selection of collectable ornaments you will find something for every taste.</p><p>Whether you are using it for spiritual or decorative purposes there is a great range to choose from and being made from resin they are intricate in design.</p>,Height 8cm Width 27cm Depth 4.5cm,5.71,E,21,33,,1,http://www.puckator-dropship.co.uk/gifts/images/GAN11_001.jpg
16109,TRAV02,5055071739040,Handy Emergency Travel Kit - Vacation Unicorn Design,<p>Handy Emergency Travel Kit - Vacation Unicorn Design</p><p>If you like your gifts funky and practical then look no further than our emergency travel kits.</p><p>Each kit contains all the essential items you need in a handy zip up bag.  It is perfect for everyday use in your handbag or packed in your suitcase when travelling around the world.</p>,Height 5.5cm Width 8cm Depth 5cm Comb 7.5x3.5x0.1cm Nail File 6x2x0.2cm,2.37,Z,959,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/TRAV02_001.jpg
16110,TRAV03,5055071739057,Handy Emergency Travel Kit - Panda Design,<p>Handy Emergency Travel Kit - Panda Design</p><p>If you like your gifts funky and practical then look no further than our emergency travel kits.</p><p>Each kit contains all the essential items you need in a handy zip up bag.  It is perfect for everyday use in your handbag or packed in your suitcase when travelling around the world.</p>,Height 5.5cm Width 8cm Depth 5cm Comb 7.5x3.5x0.1cm Nail File 6x2x0.2cm,2.37,Z,1380,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/TRAV03_001.jpg
16111,BAG163,5055071739910,Handy Clear PVC Wash Bag - Panda Design,<p>Handy Clear PVC Wash Bag - Panda Design</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 11cm Width 20cm Depth 9cm,2.35,A,1876,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/BAG163_001.jpg
16113,BAG165,5055071739934,Handy Clear PVC Wash Bag - Shark Design,<p>Handy Clear PVC Wash Bag - Shark Design</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 11cm Width 20cm Depth 9cm,2.35,A,893,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/BAG165_001.jpg
16114,BAG166,5055071739941,Handy Clear PVC Toiletry Make-up Bag - Skulls and Roses Design,<p>Handy Clear PVC Toiletry Make-up Bag - Skulls and Roses Design</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 14.5cm Width 21cm Depth 0.2cm,2.18,Z,456,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/BAG166_001.jpg
16119,DRG461,5055071739644,Crystal Cavern LED Dark Legends Dragon Figurine,<p>Crystal Cavern LED Dark Legends Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>The LED requires 2 x LR44 batteries which are included with the figurine.</p>,Height 17cm Width 6cm Depth 6.5cm,4.42,C,465,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG461_001.jpg
16120,DRG462,5055071739651,Stained Glass Window LED Dark Legends Dragon Figurine,<p>Stained Glass Window LED Dark Legends Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>The LED requires 2 x LR44 batteries which are included with the figurine.</p>,Height 17cm Width 10cm Depth 6.5cm,5.99,D,772,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG462_001.jpg
16121,DRG463,5055071739668,Stained Glass Window Roof Top LED Dark Legends Dragon Figurine,<p>Stained Glass Window Roof Top LED Dark Legends Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>The LED requires 2 x LR44 batteries which are included with the figurine.</p>,Height 13.5cm Width 13.5cm Depth 5.5cm,5.99,E,234,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG463_001.jpg
16124,DRG466,5055071739699,Metallic Rainbow Dragon Ashcatcher Incense Burner,<p>Metallic Rainbow Dragon Ashcatcher Incense Burner</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>This incense burner is suitable for use with incense cones.</p>,Height 9.5cm Depth 5cm Length 29cm,5.88,F,25,9096|100058,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG466_001.jpg
16132,PUR59,5055071739002,Cute Panda Tic Tac Change Purse,<p>Cute Panda Tic Tac Change Purse</p><p>If you like your gifts funky and practical then look no further than our range of purses.</p><p>Made from a durable fabric with a metal tic tac top these are ideal for kids and adults of all ages.</p>,Height 8cm Width 8.5cm Depth 2cm,1.29,Z,4399,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/PUR59_001.jpg
16133,PUR60,5055071739019,Union Jack Skulls and Roses Tic Tac Change Purse,<p>Union Jack Skulls and Roses Tic Tac Change Purse</p><p>If you like your gifts funky and practical then look no further than our range of purses.</p><p>Made from a durable fabric with a metal tic tac top these are ideal for kids and adults of all ages.</p>,Height 8cm Width 8.5cm Depth 2cm,1.29,Z,2997,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/PUR60_001.jpg
16134,PUR61,5055071739026,Scandi Design Tic Tac Change Purse,<p>Scandi Design Tic Tac Change Purse</p><p>If you like your gifts funky and practical then look no further than our range of purses.</p><p>Made from a durable fabric with a metal tic tac top these are ideal for kids and adults of all ages.</p>,Height 8cm Width 8.5cm Depth 2cm,1.29,Z,1230,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/PUR61_001.jpg
16147,MUG321,5055071741197,Ceramic Novelty Sloth Shaped Handle Mug,<p>Ceramic Novelty Sloth Shaped Handle Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 9.5cm Width 15.5cm Depth 12.5cm,3.34,F,583,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG321_001.jpg
16153,NAIL93,5055071739101,Floral Botanical Design Manicure Set,<p>Floral Botanical Design Manicure Set</p><p>If you like your gifts funky and practical then look no further than our range of manicure sets.</p><p>Made from fabric and containing a range of handy metal manicure and beauty utensils these are great for use at home or on the go.</p><p>With a variety of great designs available they are a great gift for your friends and family or to treat yourself.</p>,Height 11.5cm Width 7cm Depth 2cm Utensil Length 5-8cm,2.97,B,1959,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/NAIL93_001.jpg
16155,KEY173,5055071742132,Fun Leatherette Shark Keyring,<p>Fun Leatherette Shark Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 9cm Width 7cm Depth 0.2cm Total Height 14cm,1.18,Z,936,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY173_001.jpg
16156,KEY174,5055071742149,Fun Leatherette Space Cadet Keyring,<p>Fun Leatherette Space Cadet Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 12cm Width 6.5cm Depth 0.2cm Total Height 18cm,1.18,Z,61,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY174_001.jpg
16157,KEY175,5055071742156,Fun Leatherette Feline Fine Cat Keyring,<p>Fun Leatherette Feline Fine Cat Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 7cm Width 5.5cm Depth 0.2cm Total Height11.5cm,1.40,Z,32,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY175_001.jpg
16158,KEY176,5055071742163,Fun Leatherette Llama Keyring,<p>Fun Leatherette Llama Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 9.5cm Width 8cm Depth 0.2cm Total Height11.5cm,1.40,Z,1016,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY176_001.jpg
16159,KEY177,5055071742170,Fun Leatherette Panda Keyring,<p>Fun Leatherette Panda Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 7cm Width 5cm Depth 0.2cm Total Height 12cm,1.40,Z,1160,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY177_001.jpg
16160,KEY178,5055071742187,Fun Leatherette Toucan Keyring,<p>Fun Leatherette Toucan Keyring</p><p>Magnets and keyrings are a great gift idea and with the variety of designs available there is something for all tastes.</p><p>Made from leatherette each keyring comes with a chain and split ring included.</p>,Height 11cm Width 9cm Depth 0.2cm Total Height 17cm,1.40,Z,294,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/KEY178_001.jpg
